EVENTGROUPING|UUID|EVENTGROUPINGINDEX|CACHEDNAME|THUMBNAILPATH|POINTSFOR|POINTSTIED|POINTSAGAINST|CREATEDBY|SHAREABLE|ALLACCESS|ASSOCIATEDEVENT|EVENTGROUPINGTYPE|PARENTGROUP|OURSEASON|THEIRSEASON|VIEWCOUNT|CREATEDDATE|UPLOADDATE|SHARED|DEMO|SHAREERROR
276|99a1a8c1-8243-4e88-9b3d-81afcb934d47|13|Match: Varsity vs. Gateway on Oct 15, 2015||3|0|0|kingleo008@yahoo.com|1|0||4||27|40|0|2015-10-15 19:36:31.747||0|0|0
277|7795cc2d-4a50-44f2-b4b6-b6c69a70bc8d|0|Game #1 @ 7:36:21 PM||25|0|11|kingleo008@yahoo.com|1|0|193|5|276|27|40|0|2015-10-15 19:36:31.75||0|0|0
278|f1d14062-49c4-4c80-acc7-6105e8a92a93|1|Game #2 @ 8:00:29 PM||25|0|21|kingleo008@yahoo.com|1|0|194|5|276|27|40|0|2015-10-15 20:00:31.107||0|0|0
279|4477b8ea-3583-47ba-888c-b2822e8972bb|2|Game #3 @ 8:23:14 PM||25|0|23|kingleo008@yahoo.com|1|0|195|5|276|27|40|0|2015-10-15 20:23:15.421||0|0|0
280|dd0f7cd3-9333-4f1f-ada0-540311ce54b0|14|Match: Varsity vs. penn Trafford on Oct 19, 2015||3|0|0|kingleo008@yahoo.com|1|0||4||27|44|0|2015-10-19 19:30:10.97||0|0|0
281|7d5dd7c1-0e02-4981-96e2-8a2b15ac0e96|0|Game #1 @ 7:27:10 PM||25|0|11|kingleo008@yahoo.com|1|0|196|5|280|27|44|0|2015-10-19 19:30:10.973||0|0|0
282|2c1ad790-2630-4601-a50d-eea45415d973|1|Game #2 @ 7:52:15 PM||25|0|8|kingleo008@yahoo.com|1|0|197|5|280|27|44|0|2015-10-19 19:52:15.569||0|0|0
283|37fd92d3-b3fc-452d-8dc7-d2c28d2a1c5d|2|Game #3 @ 8:09:07 PM||25|0|23|kingleo008@yahoo.com|1|0|198|5|280|27|44|0|2015-10-19 20:09:08.311||0|0|0
284|e3a5b861-e63a-4e32-bb44-70b9a41694ab|15|Match: Varsity vs. Penn Hill on Oct 20, 2015||3|0|0|kingleo008@yahoo.com|1|0||4||27|45|0|2015-10-20 19:27:18.405||0|0|0
285|1fb41879-227f-42d7-b8dd-e38e4b93ad22|0|Game #1 @ 7:27:12 PM||25|0|14|kingleo008@yahoo.com|1|0|199|5|284|27|45|0|2015-10-20 19:27:18.406||0|0|0
286|b33383db-4bba-45ac-8300-2c8dd1ee387e|1|Game #2 @ 7:52:32 PM||25|0|7|kingleo008@yahoo.com|1|0|200|5|284|27|45|0|2015-10-20 19:52:34.423||0|0|0
287|f8ab35d5-7c54-4439-8e28-d614d1b7dfe4|2|Game #3 @ 8:07:40 PM||25|0|20|kingleo008@yahoo.com|1|0|201|5|284|27|45|0|2015-10-20 20:07:41.617||0|0|0
288|69aa44dd-8113-4639-a03b-f98f0ff2b513|16|Match: Varsity vs. Armstrong on Oct 22, 2015||1|0|3|kingleo008@yahoo.com|1|0||4||27|42|0|2015-10-22 19:30:59.99||0|0|0
289|6f7c7683-4f5b-4074-b4f1-d347f1133fca|0|Game #1 @ 7:30:54 PM||15|0|25|kingleo008@yahoo.com|1|0|202|5|288|27|42|0|2015-10-22 19:30:59.993||0|0|0
290|dc376479-dacb-49a9-aec6-cd9af9230c5a|1|Game #2 @ 7:59:30 PM||25|0|20|kingleo008@yahoo.com|1|0|203|5|288|27|42|0|2015-10-22 19:59:31.909||0|0|0
291|66c822ee-798d-4295-90fa-9b37b815576e|2|Game #3 @ 8:23:42 PM||8|0|25|kingleo008@yahoo.com|1|0|204|5|288|27|42|0|2015-10-22 20:23:43.664||0|0|0
292|b3375b9d-0adc-440a-8c23-192379f79bba|3|Game #4 @ 8:42:49 PM||22|0|25|kingleo008@yahoo.com|1|0|205|5|288|27|42|0|2015-10-22 20:42:53.79||0|0|0
293|c07f7ba2-9518-4959-b037-03bbc64cd5c8|17|Tournament: NA||2|0|2|kingleo008@yahoo.com|1|0||1||27||0|2015-10-24 08:17:33.768||0|0|0
294|7bfcc171-fbb2-44dd-9d2f-1f2ca5fa1f2c|0|Match: Varsity vs. Hempfield on Oct 24, 2015||0|0|1|kingleo008@yahoo.com|1|0||2|293|27|46|0|2015-10-24 08:17:33.769||0|0|0
295|1dabfabe-17f8-4c2c-8889-3a7234373393|0|Game #1 @ 8:17:27 AM||18|0|25|kingleo008@yahoo.com|1|0|206|3|294|27|46|0|2015-10-24 08:17:33.771||0|0|0
296|9e2b8e62-3749-49fb-aa21-bb4e3e3e7545|1|Match: Varsity vs. Plum on Oct 24, 2015||1|0|0|kingleo008@yahoo.com|1|0||2|293|27|36|0|2015-10-24 08:39:56.202||0|0|0
297|bd7d1fe0-cf31-4546-8913-bdc7213cbcdd|0|Game #1 @ 8:39:46 AM||25|0|11|kingleo008@yahoo.com|1|0|207|3|296|27|36|0|2015-10-24 08:39:56.203||0|0|0
298|0bc9bb32-4b0f-4107-b97a-ff275238bdc1|2|Match: Varsity vs. Baldwin on Oct 24, 2015||0|0|1|kingleo008@yahoo.com|1|0||2|293|27|47|0|2015-10-24 09:46:58.149||0|0|0
299|868cee5d-39de-457c-b2cc-1278186ffc34|0|Game #1 @ 9:46:52 AM||20|0|25|kingleo008@yahoo.com|1|0|208|3|298|27|47|0|2015-10-24 09:46:58.15||0|0|0
300|f90a5d23-ee54-433f-9eab-52f5fde80239|3|Match: Varsity vs. Oakland Catholic on Oct 24, 2015||1|0|0|kingleo008@yahoo.com|1|0||2|293|27|38|0|2015-10-24 10:53:21.233||0|0|0
301|45975088-18b0-4c85-9b41-f6585eadc72d|0|Game #1 @ 10:53:14 AM||25|0|20|kingleo008@yahoo.com|1|0|209|3|300|27|38|0|2015-10-24 10:53:21.234||0|0|0
302|c0ec52a8-e1fb-44dd-9f1b-21f7e329b3da|18|[null]||0|0|3|kingleo008@yahoo.com|1|0||4||27|48|0|2015-10-28 20:26:25.497||0|0|0
303|d6845861-4146-44df-be68-86bfcbf093d3|0|Game #1 @ 8:26:16 PM||17|0|25|kingleo008@yahoo.com|1|0|210|5|302|27|48|0|2015-10-28 20:26:25.5||0|0|0
304|f5ba3148-39f4-4aac-bf79-e3fa009d4368|1|Game #2 @ 8:50:42 PM||12|0|25|kingleo008@yahoo.com|1|0|211|5|302|27|48|0|2015-10-28 20:50:43.289||0|0|0
305|7dd70f7d-9881-4949-9e83-7dbe87c3aab7|2|[null]||14|0|25|kingleo008@yahoo.com|1|0|212|5|302|27|48|0|2015-10-28 21:11:05.565||0|0|0
306|030055c0-47ed-4672-8d6a-1967fe858011|0|Tournament: NA Tournament||4|1|3|kingleo008@yahoo.com|1|0||1||49||0|2016-03-26 05:33:43.448||0|0|0
309|04778e1c-0fb3-4463-9f52-03bcc5a1dfaa|1|Match: Varsity 2016 vs. Montour on Mar 26, 2016||0|0|2|kingleo008@yahoo.com|1|0||2|306|49|51|0|2016-03-26 09:18:23.85||0|0|0
310|b30a0378-1ed3-4674-b459-b6858651e79c|0|Game #1 @ 9:18:20 AM||23|0|25|kingleo008@yahoo.com|1|0|214|3|309|49|51|0|2016-03-26 09:18:23.851||0|0|0
311|6c4e94af-959c-4baf-abce-ff34277d8262|1|Game #2 @ 9:38:17 AM||24|0|26|kingleo008@yahoo.com|1|0|215|3|309|49|51|0|2016-03-26 09:38:18.313||0|0|0
312|faa4ff29-244b-4b64-93af-d49a9a29503d|2|Match: Varsity 2016 vs. Penn Trafford on Mar 26, 2016||0|0|2|kingleo008@yahoo.com|1|0||2|306|49|50|0|2016-03-26 10:09:12.117||0|0|0
313|fbbb03c7-b6ef-4b1c-8185-d8931b180267|0|Game #1 @ 10:09:08 AM||16|0|25|kingleo008@yahoo.com|1|0|216|3|312|49|50|0|2016-03-26 10:09:12.118||0|0|0
314|eb67a686-e935-4ceb-bd80-b6ef0a754c35|1|Game #2 @ 10:25:03 AM||18|0|25|kingleo008@yahoo.com|1|0|217|3|312|49|50|0|2016-03-26 10:25:04.663||0|0|0
315|9a6d3fc4-bd8e-4c28-a2db-dd2d3eeb7b10|2|Match: Varsity 2016 vs. Penn Hills on Mar 26, 2016||3|0|0|kingleo008@yahoo.com|1|0||2|306|49|52|0|2016-03-26 11:29:05.885||0|0|0
316|0156e363-7034-49ae-8a58-5a73aa77b658|0|Game #1 @ 11:28:59 AM||25|0|14|kingleo008@yahoo.com|1|0|218|3|315|49|52|0|2016-03-26 11:29:05.886||0|0|0
317|deca2f86-a6d4-4520-9abd-1cc4444dc425|1|Game #2 @ 11:48:14 AM||25|0|15|kingleo008@yahoo.com|1|0|219|3|315|49|52|0|2016-03-26 11:48:16.341||0|0|0
318|aadb40f2-0dde-4364-8f3b-298e9ecbf3de|3|Match: Varsity 2016 vs. Plum on Mar 26, 2016||2|0|0|kingleo008@yahoo.com|1|0||2|306|49|53|0|2016-03-26 13:45:17.571||0|0|0
319|e13e84f7-348c-4454-861f-b5a30ca37315|0|Game #1 @ 1:45:15 PM||25|0|17|kingleo008@yahoo.com|1|0|220|3|318|49|53|0|2016-03-26 13:45:17.572||0|0|0
320|90fb907b-72e4-443f-99a3-29a23e95463e|1|Game #2 @ 2:06:00 PM||25|0|15|kingleo008@yahoo.com|1|0|221|3|318|49|53|0|2016-03-26 14:06:00.994||0|0|0
321|1733fda1-c1c4-4a02-b7b3-dc5fb32263d8|4|Match: Varsity 2016 vs. North Hills  on Mar 26, 2016||1|0|1|kingleo008@yahoo.com|1|0||2|306|49|54|0|2016-03-26 15:20:49.789||0|0|0
322|4ff2a911-5495-4cc5-9342-4937d4e5baf1|0|Game #1 @ 3:20:40 PM||25|0|9|kingleo008@yahoo.com|1|0|222|3|321|49|54|0|2016-03-26 15:20:49.79||0|0|0
323|11229d38-8796-48ba-a703-81c252d8cb3d|1|Game #2 @ 3:33:44 PM||23|0|25|kingleo008@yahoo.com|1|0|223|3|321|49|54|0|2016-03-26 15:33:45.502||0|0|0
324|c2a43f0d-ca24-47ce-8e49-adbd27d54dd8|5|Match: Varsity 2016 vs. Montour on Mar 26, 2016||1|0|0|kingleo008@yahoo.com|1|0||2|306|49|51|0|2016-03-26 16:10:24.756||0|0|0
325|8251afb6-93df-48bc-8ce6-564fc5a5a9bd|0|Game #1 @ 3:50:32 PM||25|0|16|kingleo008@yahoo.com|1|0|224|3|324|49|51|0|2016-03-26 16:10:24.757||0|0|0
326|9851a5ba-ecae-4169-99ad-87ed6c6e1d8c|6|Match: Varsity 2016 vs. NA on Mar 26, 2016||1|0|0|kingleo008@yahoo.com|1|0||2|306|49|55|0|2016-03-26 16:40:10.569||0|0|0
327|3597ca79-e592-451a-a8ba-50e2c5afe13a|0|Game #1 @ 4:40:08 PM||25|0|19|kingleo008@yahoo.com|1|0|225|3|326|49|55|0|2016-03-26 16:40:10.57||0|0|0
328|cffbfb66-39b4-47f2-a890-8f5ae0d14b80|7|Match: Varsity 2016 vs. Penn Trafford on Mar 26, 2016||0|0|1|kingleo008@yahoo.com|1|0||2|306|49|50|0|2016-03-26 17:10:23.148||0|0|0
329|d5af5d0c-be37-494f-9337-925ff47ff97d|0|Game #1 @ 5:10:16 PM||16|0|25|kingleo008@yahoo.com|1|0|226|3|328|49|50|0|2016-03-26 17:10:23.149||0|0|0
330|86ae79bc-97e1-4cef-8124-d1a458c43f27|1|Match: Varsity 2016 vs. Butler on Mar 29, 2016||2|0|3|kingleo008@yahoo.com|1|0||4||49|56|0|2016-03-29 19:09:21.408||0|0|0
331|215501fd-4f38-49d7-b14c-913a16911d70|0|Game #1 @ 7:09:06 PM||26|0|24|kingleo008@yahoo.com|1|0|227|5|330|49|56|0|2016-03-29 19:09:21.41||0|0|0
332|aec1d37a-7bf8-47e0-bc68-168bb91c7ee7|1|Game #2 @ 7:36:43 PM||16|0|25|kingleo008@yahoo.com|1|0|228|5|330|49|56|0|2016-03-29 19:36:45.112||0|0|0
333|bb501c46-10e9-430b-96dd-326d9e8e7e55|2|Game #3 @ 7:57:32 PM||23|0|25|kingleo008@yahoo.com|1|0|229|5|330|49|56|0|2016-03-29 19:57:33.283||0|0|0
334|ff9e5d85-84d0-496c-9dd2-a1e2a5440c42|3|Game #4 @ 8:20:25 PM||25|0|23|kingleo008@yahoo.com|1|0|230|5|330|49|56|0|2016-03-29 20:20:27.086||0|0|0
335|4a4bdadd-f20d-4d5b-8cc5-46fe09a148b9|4|Game #5 @ 8:47:55 PM||7|0|15|kingleo008@yahoo.com|1|0|231|5|330|49|56|0|2016-03-29 20:47:56.71||0|0|0
336|194659b5-f3be-4eb6-ab97-1219167e2773|2|Match: Varsity 2016 vs. NA on Mar 31, 2016||0|0|3|kingleo008@yahoo.com|1|0||4||49|55|0|2016-03-31 19:03:28.868||0|0|0
337|cf775d50-4305-4371-b14c-c1fa60a05f3d|0|Game #1 @ 7:03:20 PM||18|0|25|kingleo008@yahoo.com|1|0|232|5|336|49|55|0|2016-03-31 19:03:28.87||0|0|0
338|8ff88f69-91f9-4c90-a2aa-da29568f851b|1|Game #2 @ 7:28:18 PM||21|0|25|kingleo008@yahoo.com|1|0|233|5|336|49|55|0|2016-03-31 19:28:20.691||0|0|0
339|05a57b69-15a2-4dde-8d3e-dae5957b089e|2|Game #3 @ 7:51:05 PM||27|0|29|kingleo008@yahoo.com|1|0|234|5|336|49|55|0|2016-03-31 19:51:05.983||0|0|0
340|a4a5b91e-e1d3-4c24-8d71-6f552f30547c|3|Tournament: Derry||3|0|3|kingleo008@yahoo.com|1|0||1||49||0|2016-04-02 08:39:49.338||0|0|0
341|ef45aa34-f142-4509-85b5-0e25ce356f85|0|Match: Varsity 2016 vs. West Shamokin on Apr 2, 2016||2|0|0|kingleo008@yahoo.com|1|0||2|340|49|57|0|2016-04-02 08:39:49.342||0|0|0
342|3454c226-a96d-4a5e-a9ca-5aa74d0655f7|0|Game #1 @ 8:39:10 AM||25|0|12|kingleo008@yahoo.com|1|0|235|3|341|49|57|0|2016-04-02 08:39:49.343||0|0|0
343|73824485-91d6-416a-8015-1be68a895c28|1|Game #2 @ 8:54:12 AM||25|0|21|kingleo008@yahoo.com|1|0|236|3|341|49|57|0|2016-04-02 08:54:16.396||0|0|0
344|c509b3ee-b3db-4a09-adc8-f691920dcc4b|1|Match: Varsity 2016 vs. Huntington on Apr 2, 2016||2|0|0|kingleo008@yahoo.com|1|0||2|340|49|58|0|2016-04-02 10:57:23.914||0|0|0
345|ca43d212-1ebb-4123-a07b-efb6370ee8a7|0|Game #1 @ 10:56:52 AM||25|0|16|kingleo008@yahoo.com|1|0|237|3|344|49|58|0|2016-04-02 10:57:23.915||0|0|0
346|675cbc2e-5c5f-4745-88ff-abc1f3b90331|1|Game #2 @ 11:20:02 AM||25|0|19|kingleo008@yahoo.com|1|0|238|3|344|49|58|0|2016-04-02 11:20:03.384||0|0|0
347|9677fc4f-b86b-4988-8f1a-8537261736d3|2|Match: Varsity 2016 vs. Latrobe on Apr 2, 2016||0|0|2|kingleo008@yahoo.com|1|0||2|340|49|59|0|2016-04-02 13:23:07.169||0|0|0
348|b5c95aba-f7d1-4deb-92d3-74cf9c21e044|0|Game #1 @ 1:23:03 PM||26|0|27|kingleo008@yahoo.com|1|0|239|3|347|49|59|0|2016-04-02 13:23:07.169||0|0|0
349|e69e7c97-2591-49ef-b1e0-7919abf80109|1|Game #2 @ 1:50:47 PM||22|0|25|kingleo008@yahoo.com|1|0|240|3|347|49|59|0|2016-04-02 13:50:48.805||0|0|0
350|316f7805-a4f5-47cc-b868-c26ceb7ce8e3|3|Match: Varsity 2016 vs. NA on Apr 2, 2016||0|0|2|kingleo008@yahoo.com|1|0||2|340|49|55|0|2016-04-02 15:02:26.071||0|0|0
351|8a3f0902-4bc4-4c01-b7b3-04b13947f943|0|Game #1 @ 3:02:23 PM||5|0|25|kingleo008@yahoo.com|1|0|241|3|350|49|55|0|2016-04-02 15:02:26.071||0|0|0
352|9e89efa0-9e96-49b8-99b5-40586f57e775|1|Game #2 @ 3:29:04 PM||21|0|25|kingleo008@yahoo.com|1|0|242|3|350|49|55|0|2016-04-02 15:29:05.619||0|0|0
353|ec4781e2-782a-42ae-847d-a92f75a346cf|4|Match: Varsity 2016 vs. Montour on Apr 2, 2016||1|0|0|kingleo008@yahoo.com|1|0||2|340|49|51|0|2016-04-02 17:13:43.301||0|0|0
354|4eb51c6f-b4d9-4104-b8a5-8943911575bb|0|Game #1 @ 5:13:39 PM||25|0|14|kingleo008@yahoo.com|1|0|243|3|353|49|51|0|2016-04-02 17:13:43.302||0|0|0
355|0202b3db-50d5-4410-9cb4-361eb1f800ec|5|Match: Varsity 2016 vs. Norwin on Apr 2, 2016||0|0|1|kingleo008@yahoo.com|1|0||2|340|49|60|0|2016-04-02 17:34:11.348||0|0|0
356|41d8f186-79aa-4fd7-b851-c9a6b08c960d|0|Game #1 @ 5:34:09 PM||12|0|25|kingleo008@yahoo.com|1|0|244|3|355|49|60|0|2016-04-02 17:34:11.349||0|0|0
357|efcf15ad-c159-4ebe-9b4d-ca4cf7b33bc7|4|Match: Varsity 2016 vs. Pine Richland on Apr 5, 2016||1|0|3|kingleo008@yahoo.com|1|0||4||49|61|0|2016-04-05 19:15:37.269||0|0|0
358|a87fdb1c-0e43-4137-9eff-0a53f3fed57e|0|Game #1 @ 7:15:22 PM||25|0|21|kingleo008@yahoo.com|1|0|245|5|357|49|61|0|2016-04-05 19:15:37.271||0|0|0
359|6c5ea3ff-5886-417b-9424-09e729f8f9a4|1|Game #2 @ 7:43:25 PM||20|0|25|kingleo008@yahoo.com|1|0|246|5|357|49|61|0|2016-04-05 19:43:26.821||0|0|0
360|cb49556b-9735-4dd4-991a-1a1a37bc00f9|2|Game #3 @ 8:09:31 PM||24|0|26|kingleo008@yahoo.com|1|0|247|5|357|49|61|0|2016-04-05 20:09:31.974||0|0|0
361|d43a3788-1c72-4d8a-9854-c3d59caffc99|3|Game #4 @ 8:39:35 PM||23|0|25|kingleo008@yahoo.com|1|0|248|5|357|49|61|0|2016-04-05 20:39:37.242||0|0|0
362|598d9304-3aae-4588-afa2-9e81a62bf9a7|5|Match: Varsity 2016 vs. Shaler on Apr 7, 2016||3|0|2|kingleo008@yahoo.com|1|0||4||49|62|0|2016-04-07 18:58:31.56||0|0|0
363|2eb88694-fcbb-482a-821f-fc8ba6ab2ca6|0|Game #1 @ 6:58:22 PM||25|0|23|kingleo008@yahoo.com|1|0|249|5|362|49|62|0|2016-04-07 18:58:31.562||0|0|0
364|4f75cfe1-b7bc-403f-aaba-c1312bc69274|1|Game #2 @ 7:32:15 PM||25|0|21|kingleo008@yahoo.com|1|0|250|5|362|49|62|0|2016-04-07 19:32:16.938||0|0|0
365|1a6666fd-8d27-4f0a-b907-bacbcd652568|2|Game #3 @ 7:56:12 PM||21|0|25|kingleo008@yahoo.com|1|0|251|5|362|49|62|0|2016-04-07 19:56:15.967||0|0|0
366|c400a73d-a55d-404f-8410-0878f9cacd66|3|Game #4 @ 8:19:08 PM||21|0|25|kingleo008@yahoo.com|1|0|252|5|362|49|62|0|2016-04-07 20:19:09.837||0|0|0
367|0421b37a-2c16-4b9a-9314-1db8c845a66a|4|Game #5 @ 8:40:26 PM||15|0|11|kingleo008@yahoo.com|1|0|253|5|362|49|62|0|2016-04-07 20:41:13.135||0|0|0
368|f8937aae-98bd-4e8a-a4d3-7e0b12e1f72d|6|Tournament: Fox Chapel||3|0|3|kingleo008@yahoo.com|1|0||1||49||0|2016-04-09 09:27:51.294||0|0|0
369|195b5623-182a-4003-9773-c0c1f44d1797|0|Match: Varsity 2016 vs. Plum on Apr 9, 2016||2|0|0|kingleo008@yahoo.com|1|0||2|368|49|53|0|2016-04-09 09:27:51.296||0|0|0
370|8841453d-d49f-4729-899a-c884714f7d38|0|Game #1 @ 9:27:41 AM||25|0|14|kingleo008@yahoo.com|1|0|254|3|369|49|53|0|2016-04-09 09:27:51.298||0|0|0
371|67e109a2-a2ea-47a8-a522-2e8b3c3d4cc1|1|Game #2 @ 9:43:50 AM||26|0|24|kingleo008@yahoo.com|1|0|255|3|369|49|53|0|2016-04-09 09:43:51.929||0|0|0
372|8d8d4edd-76f2-438f-bcd2-87a6a99fcb27|1|Match: Varsity 2016 vs. Bethel Park  on Apr 9, 2016||0|0|2|kingleo008@yahoo.com|1|0||2|368|49|63|0|2016-04-09 10:15:40.03||0|0|0
373|99a28c86-bf96-456b-b7ce-64e05ccf3a61|0|Game #1 @ 10:15:36 AM||18|0|25|kingleo008@yahoo.com|1|0|256|3|372|49|63|0|2016-04-09 10:15:40.031||0|0|0
374|8486d152-7da1-435d-9432-2ebce1b92e03|1|Game #2 @ 10:36:03 AM||19|0|25|kingleo008@yahoo.com|1|0|257|3|372|49|63|0|2016-04-09 10:36:04.701||0|0|0
375|a2f9e5c1-43f2-4e0e-a1c3-c68d0c8b011f|2|Match: Varsity 2016 vs. Peters Township on Apr 9, 2016||0|0|1|kingleo008@yahoo.com|1|0||2|368|49|64|0|2016-04-09 12:16:05.604||0|0|0
376|96d906c3-15cd-4ea6-b290-c2ea18a3c1ff|0|Game #1 @ 12:15:10 PM||12|0|15|kingleo008@yahoo.com|1|0|258|3|375|49|64|0|2016-04-09 12:16:05.605||0|0|0
377|6e9cd640-8e66-4b28-b8f6-6ea7581a6884|3|Match: Varsity 2016 vs. Plum on Apr 9, 2016||2|0|0|kingleo008@yahoo.com|1|0||2|368|49|53|0|2016-04-09 12:42:50.156||0|0|0
378|05a36940-33b7-4ecd-824e-88fb37a2af75|0|Game #1 @ 12:42:45 PM||25|0|16|kingleo008@yahoo.com|1|0|259|3|377|49|53|0|2016-04-09 12:42:50.157||0|0|0
379|ef3c3372-fcb9-48c9-b1f7-804f6b5b2a66|1|Game #2 @ 12:57:13 PM||25|0|17|kingleo008@yahoo.com|1|0|260|3|377|49|53|0|2016-04-09 12:57:33.423||0|0|0
380|d67a0735-4559-41a3-9798-40a5c7c1560f|4|Match: Varsity 2016 vs. Conneaut Valley on Apr 9, 2016||2|0|0|kingleo008@yahoo.com|1|0||2|368|49|65|0|2016-04-09 14:11:45.306||0|0|0
381|f1dff885-40ce-4134-9a2d-53f650a959c0|0|Game #1 @ 2:11:35 PM||25|0|15|kingleo008@yahoo.com|1|0|261|3|380|49|65|0|2016-04-09 14:11:45.306||0|0|0
382|e95ab0b4-7904-4ed5-bd9a-bb1315e239a1|1|Game #2 @ 2:29:33 PM||25|0|17|kingleo008@yahoo.com|1|0|262|3|380|49|65|0|2016-04-09 14:29:34.584||0|0|0
383|3529cefe-5b3b-4c1e-9e89-d6fdf5e62a26|5|Match: Varsity 2016 vs. Bethel Park  on Apr 9, 2016||0|0|1|kingleo008@yahoo.com|1|0||2|368|49|63|0|2016-04-09 16:41:20.477||0|0|0
384|d9e63489-c602-4f38-8d25-22be9a8d869a|0|Game #1 @ 4:41:18 PM||19|0|25|kingleo008@yahoo.com|1|0|263|3|383|49|63|0|2016-04-09 16:41:20.477||0|0|0
385|515c62ae-d0ec-475e-ac4c-269ce0a95fe6|7|Match: Varsity 2016 vs. North Hills  on Apr 12, 2016||3|0|0|kingleo008@yahoo.com|1|0||4||49|54|0|2016-04-12 19:46:28.187||0|0|0
386|a977d9bd-72f2-41dd-be30-2b47990a4e13|0|Game #1 @ 7:46:17 PM||25|0|20|kingleo008@yahoo.com|1|0|264|5|385|49|54|0|2016-04-12 19:46:28.19||0|0|0
387|8bd614a6-7e96-4693-82ca-945742341aae|1|Game #2 @ 8:17:00 PM||25|0|21|kingleo008@yahoo.com|1|0|265|5|385|49|54|0|2016-04-12 20:17:02.15||0|0|0
388|a1d4c6cd-abc6-4510-b9ad-779dccc9beb9|2|Game #3 @ 8:42:07 PM||25|0|9|kingleo008@yahoo.com|1|0|266|5|385|49|54|0|2016-04-12 20:42:08.996||0|0|0
389|e2a455ab-cfd2-43a6-bf6e-c67922ea4389|8|Match: Varsity 2016 vs. Seneca Valley on Apr 14, 2016||0|0|3|kingleo008@yahoo.com|1|0||4||49|66|0|2016-04-14 19:12:35.329||0|0|0
390|a8a9ee96-20c3-49ee-9f06-339d0c359fb6|0|Game #1 @ 7:12:26 PM||18|0|25|kingleo008@yahoo.com|1|0|267|5|389|49|66|0|2016-04-14 19:12:35.33||0|0|0
391|04a913d3-fc3f-4a3e-bb37-0e5763c77cd4|1|Game #2 @ 7:37:21 PM||10|0|25|kingleo008@yahoo.com|1|0|268|5|389|49|66|0|2016-04-14 19:37:25.707||0|0|0
392|1d511833-1cd4-497c-91a1-f7edd2b651de|2|Game #3 @ 7:56:10 PM||20|0|25|kingleo008@yahoo.com|1|0|269|5|389|49|66|0|2016-04-14 19:56:11.973||0|0|0
393|fe4a1e1b-89e7-4eca-a0be-677af65cbc2a|9|Match: Varsity 2016 vs. Butler on Apr 21, 2016||0|0|3|kingleo008@yahoo.com|1|0||4||49|56|0|2016-04-21 19:20:02.558||0|0|0
394|e2acaa8a-ff08-4076-9691-c51a143bdd4e|0|Game #1 @ 7:19:48 PM||23|0|25|kingleo008@yahoo.com|1|0|270|5|393|49|56|0|2016-04-21 19:20:02.56||0|0|0
395|c2fa2673-1f8e-443a-acce-a72f25fbcbac|1|Game #2 @ 7:44:20 PM||14|0|25|kingleo008@yahoo.com|1|0|271|5|393|49|56|0|2016-04-21 19:44:21.589||0|0|0
396|b789b654-86ed-46f7-b1e9-60a569723477|2|Game #3 @ 8:03:33 PM||22|0|25|kingleo008@yahoo.com|1|0|272|5|393|49|56|0|2016-04-21 20:03:34.526||0|0|0
397|c291da02-22ae-4b54-adb7-b4ea06ba0cfe|10|Tournament: Plum||2|2|3|kingleo008@yahoo.com|1|0||1||49||0|2016-04-23 08:35:16.464||0|0|0
398|96990f79-a677-441c-8f72-40fdd90405e2|0|Match: Varsity 2016 vs. Central Catholic on Apr 23, 2016||1|0|0|kingleo008@yahoo.com|1|0||2|397|49|67|0|2016-04-23 08:35:16.466||0|0|0
399|63e331b1-288c-4e02-94c4-d3a77a5ffb6e|0|Game #1 @ 8:35:07 AM||25|0|20|kingleo008@yahoo.com|1|0|273|3|398|49|67|0|2016-04-23 08:35:16.468||0|0|0
400|20931c63-ccde-4068-b076-9efe0417780f|1|Match: Varsity 2016 vs. South Park on Apr 23, 2016||1|0|0|kingleo008@yahoo.com|1|0||2|397|49|68|0|2016-04-23 09:27:05.587||0|0|0
401|f9bca637-ba1b-4f43-9c85-3916bb014b22|0|Game #1 @ 9:26:54 AM||25|0|10|kingleo008@yahoo.com|1|0|274|3|400|49|68|0|2016-04-23 09:27:05.588||0|0|0
402|823193f6-41d4-44ee-a16f-d6da96337b65|2|Match: Varsity 2016 vs. Norwin on Apr 23, 2016||0|0|1|kingleo008@yahoo.com|1|0||2|397|49|60|0|2016-04-23 10:44:38.879||0|0|0
403|ef156fe6-0d2e-4465-b899-a8e27252954b|0|Game #1 @ 10:44:34 AM||23|0|25|kingleo008@yahoo.com|1|0|275|3|402|49|60|0|2016-04-23 10:44:38.879||0|0|0
404|451f2051-f550-4e72-a0c0-ddf84009864a|3|Match: Varsity 2016 vs. Bishop Guilfoyle on Apr 23, 2016||0|0|2|kingleo008@yahoo.com|1|0||2|397|49|69|0|2016-04-23 11:39:39.067||0|0|0
405|058ce950-5d63-4a0d-b10f-d44c7fdac29c|0|Game #1 @ 11:39:24 AM||21|0|25|kingleo008@yahoo.com|1|0|276|3|404|49|69|0|2016-04-23 11:39:39.067||0|0|0
406|ff123c81-3600-4478-9d08-e8ba6db33bed|1|Game #2 @ 11:58:05 AM||12|0|25|kingleo008@yahoo.com|1|0|277|3|404|49|69|0|2016-04-23 11:58:07.714||0|0|0
